,Unnamed: 0,title,lprice,category1,category2,title_bertWP
0,632,칼라거펠드 23FW 오르네 카라트위드자켓,51330,패션의류,여성의류,칼라거펠드 23FW 오르 ##네 카라 ##트위드 ##자켓
1,1522,아이엠듀 애플펜슬 펜촉 케이스 보호캡,5800,디지털/가전,태블릿PC액세서리,아이엠듀 애플펜슬 펜 ##촉 케이스 보호 ##캡
2,1684,태블릿 거치대 회전 아이패드 거치대 스탠드 갤럭시탭,17400,디지털/가전,태블릿PC액세서리,태블릿 거치대 회전 아이패드 거치대 스탠드 갤럭시탭
3,394,리바이스 남 실버탭 스트레이트 진 A3666-0005,40920,패션의류,남성의류,리바이스 남 실버 ##탭 스트레이트 진 A3666 - 0005
4,38,칼하트 덕 디트로이트 자켓 103828,112320,패션의류,남성의류,칼하트 덕 디트로이트 자켓 10 ##38 ##28
5,1654,[초강력 자석] 맥세이프 그립 톡홀더 아이폰 핸드폰 링 스마트톡 핑거링,9900,디지털/가전,휴대폰액세서리,[ 초 ##강 ##력 자석 ] 맥세이프 그립 톡홀더 아이폰 핸드폰 링 스마트톡 핑 ##거 ##링
6,999,나이키 써마 핏 ADV 리펠 다운 러닝 베스트 FB7543,115580,패션의류,남성의류,나이키 써마 핏 A ##DV 리펠 다운 러 ##닝 베스트 FB75 ##43
7,445,리바이스 남성 550 릴렉스 스트레이트 데님 팬츠 00550 4834,39600,패션의류,남성의류,리바이스 남성 55 ##0 릴렉스 스트레이트 데님 팬츠 005 ##50 4 ##8 ##34
8,1013,LG전자 27MQ400,168070,디지털/가전,모니터,LG전자 27M ##Q400
9,953,BCBG S 니트카라 덕다운 점퍼 B3W9G870,89990,패션의류,여성의류,BCBG S 니트카라 덕다운 점퍼 B3W ##9 ##G ##8 ##70
10,1575,필립스 SkinIQ 9000시리즈 S9986/50,52900,디지털/가전,이미용가전,필립스 SkinIQ 9 ##000 ##시리즈 S9 ##98 ##6 / 50
11,1551,KAN 케이안 아이코어 아이패드 9세대 8세대 7세대 10.2 애플펜슬 수납 클리어 하드 케이스,6900,디지털/가전,태블릿PC액세서리,KAN 케이안 아이코어 아이패드 9세대 8세대 7세대 10 . 2 애플펜슬 수납 클리어 하드 케이스
12,1462,SIEK 플레이스테이션 마블 스파이더맨2 (PS5),62450,디지털/가전,게임기/타이틀,SIEK 플레이스테이션 마 ##블 스파이더 ##맨 ##2 ( PS5 )
13,1082,Apple 에어팟 맥스,690000,디지털/가전,음향가전,Apple 에어팟 맥스
14,1597,아이폰 카드수납 케이스 카드케이스 2장 아이폰14 프로 맥스 이지스 플러스,13900,디지털/가전,휴대폰액세서리,아이폰 카드수납 케이스 카드케이스 2장 아이폰14 프로 맥스 이지스 플러스
15,995,유니렉스 흰티 라운드 레이어드 무지 반팔티 흰색 면티,6600,패션의류,남성의류,유니 ##렉스 흰티 라운드 레이어드 무지 반팔티 흰색 면티
16,1515,LG전자 오브제컬렉션 4도어 870L 네이처 베이지 (T873MEE312),1499000,디지털/가전,주방가전,LG전자 오브제컬렉션 4도어 870L 네이처 베이지 ( T873 ##ME ##E ##31 ##2 )
17,303,르오트 벨티드 사가 폭스퍼 덕다운 점퍼,50630,패션의류,여성의류,르오트 벨티드 사가 폭스퍼 덕다운 점퍼
18,97,라코스테 여성 케이블 크롭 가디건 AF769E-53N,98470,패션의류,여성의류,라코스테 여성 케이블 크롭 가디건 AF ##769 ##E - 53N
19,761,쉬즈미스 캐시미어 벨티드 핸드메이드 코트 SWHCTN41130,96770,패션의류,여성의류,쉬즈미스 캐시미어 벨티드 핸드메이드 코트 SWHCTN4 ##1130
20,1085,삼성전자 갤럭시탭 S9 128GB WIFI,848000,디지털/가전,태블릿PC,삼성전자 갤럭시탭 S9 128GB WIFI
21,740,라코스테 남성 베이직 경량 튜브다운 블루종 BH490E-52N,77770,패션의류,남성의류,라코스테 남성 베이직 경량 튜브다운 블루종 BH ##49 ##0 ##E - 52 ##N
22,759,23FW ODV 사가폭스 퀼팅 구스다운,118400,패션의류,여성의류,23FW ODV 사가폭스 퀼팅 구스다운
23,927,나이키 바람막이 아노락 빅 스우시 가을 남성 윈드러너 자켓,49500,패션의류,남성의류,나이키 바 ##람 ##막 ##이 아노락 빅 스우시 가을 남성 윈드러너 자켓
24,211,게스 가 138000원게스 프리마로프트 베이직 푸퍼 NN4W0571,59190,패션의류,남성의류,게스 가 13 ##8000 ##원 ##게스 프리 ##마 ##로 ##프트 베이직 푸퍼 NN ##4 ##W ##05 ##71
25,200,겨울 원피스잠옷 커플 홈웨어 크리스마스 수면잠옷 동물 피치기모 빅사이즈 파자마 임산부,11500,패션의류,여성언더웨어/잠옷,겨울 원피스잠옷 커플 홈웨어 크리스마스 수면잠옷 동물 피치기모 빅사이즈 파자마 임산부
26,1620,디씨네트워크 무지 게이밍 마우스 장패드 5mm,5600,디지털/가전,PC액세서리,디씨네트워크 무지 게이밍 마우스 장패드 5mm
27,1967,삼성전자 삼성 SL-C563FW 정품토너포함,318160,디지털/가전,주변기기,삼성전자 삼성 SL - C563FW 정품토너포함
28,267,지오지아 그래픽 루즈핏 기모 맨투맨 AEC4TR3601,17000,패션의류,남성의류,지오지아 그래픽 루즈핏 기모 맨투맨 AEC4 ##TR ##360 ##1
29,1291,삼성전자 삼성 DDR4 PC4-21300,10080,디지털/가전,PC부품,삼성전자 삼성 DDR4 PC4 - 21 ##300
30,975,미쏘 MIXXO 라운드넥 날개사 가디건 MIWCKDV31T,29900,패션의류,여성의류,미쏘 MIXXO 라운드넥 날 ##개 ##사 가디건 MIW ##CK ##DV ##31 ##T
31,1673,로랜텍 아이폰 15 프로 강화유리 사생활 프라이버시 액정보호필름 2매,8800,디지털/가전,휴대폰액세서리,로랜텍 아이폰 15 프로 강화유리 사생활 프라이버시 액정보호필름 2매
32,1736,필립스 SkinIQ 5000시리즈 S5588/17,97990,디지털/가전,이미용가전,필립스 SkinIQ 5000 ##시리즈 S ##55 ##8 ##8 / 1 ##7
33,1163,Apple 에어팟 프로 2세대 (MQD83KH/A),286900,디지털/가전,음향가전,Apple 에어팟 프로 2세대 ( MQD83KH / A )
34,1920,웨이코스 씽크웨이 토체티 301,99900,디지털/가전,주변기기,웨이코스 씽크웨이 토 ##체 ##티 30 ##1
35,250,지오다노 여 에코 숏푸파 373970,53100,패션의류,여성의류,지오다노 여 에코 숏푸 ##파 3739 ##70
36,1900,KAN 케이안 아이패드 케이스 프로 6세대 5세대 12.9인치 아이코어 애플펜슬 수납 스마트커버,8900,디지털/가전,태블릿PC액세서리,KAN 케이안 아이패드 케이스 프로 6세대 5세대 12 . 9인치 아이코어 애플펜슬 수납 스마트커버
37,620,에디바우어 23 WINTER 여성 클라우드 롱 헤비 다운,86130,패션의류,여성의류,에디 ##바 ##우 ##어 23 WINTER 여성 클라우드 롱 헤비 다운
38,502,남자 면바지 남성 기모 바지 겨울 스판 밴딩 빅사이즈 치노 팬츠 허벅돼 고무줄 편한 바지,16800,패션의류,남성의류,남자 면바지 남성 기모 바지 겨울 스판 밴딩 빅사이즈 치노 팬츠 허벅 ##돼 고 ##무 ##줄 편한 바지
39,1172,라익미 울트라 UL325UHD 4K IPS,271500,디지털/가전,모니터,라익미 울트라 UL ##325 ##U ##HD 4K IPS
40,574,제로스트릿 3컬러 체크 브이넥 CHECK V-NECK VEST 305250,25900,패션의류,여성의류,제로스트릿 3컬러 체크 브이넥 CHECK V - NE ##CK V ##EST 30 ##5 ##250
41,1569,신지모루 에어팟 프로2용 변색방지 투명 케이스,7790,디지털/가전,음향가전,신지모루 에어팟 프로 ##2 ##용 변색방지 투명 케이스
42,702,WB 면티 반팔 무지 기본 30수 흰티 라운드 이너 남자 티셔츠,3700,패션의류,남성의류,WB 면티 반팔 무지 기본 30 ##수 흰티 라운드 이너 남자 티셔츠
43,875,트라이 남성속옷 사각팬티 트렁크팬티 순면 5매 3매 세트,12800,패션의류,남성언더웨어/잠옷,트라이 남성속옷 사각팬티 트렁크 ##팬티 순면 5매 3매 세트
44,122,폴햄 여성 에코 퀼팅 점퍼 PHD4JP2040,28420,패션의류,여성의류,폴햄 여성 에코 퀼팅 점퍼 PHD4JP ##20 ##40
45,1114,소니 플레이스테이션 PS5 슬림 스탠다드 에디션,657745,디지털/가전,게임기/타이틀,소니 플레이스테이션 PS5 슬림 스탠 ##다 ##드 에디션
46,1998,엠지텍 아이언V65 Pro,138700,디지털/가전,음향가전,엠지텍 아이 ##언 ##V ##65 Pro
47,1063,소니 WH-1000XM5,401100,디지털/가전,음향가전,소니 WH - 1000XM5
48,1748,8BITDO 얼티메이트 컨트롤러 무선 게임 컨트롤러,40080,디지털/가전,게임기/타이틀,8BITDO 얼티메이트 컨트롤러 무선 게임 컨트롤러
49,768,(강추) 샤버튼 국내 노카라 금장 버튼 자켓 간절기 겨울 울자켓 -2color,59800,패션의류,여성의류,( 강 ##추 ) 샤 ##버튼 국내 노카라 금장 버튼 자켓 간절기 겨울 울 ##자켓 - 2color
50,1860,DEEPCOOL AG400,24970,디지털/가전,PC부품,D ##EE ##PC ##OO ##L A ##G ##400
51,199,보브 23겨울 디태처블 퍼 트림 구스다운 패딩 코트 7153417004,156370,패션의류,여성의류,보브 23 ##겨울 디 ##태 ##처블 퍼 트 ##림 구스다운 패딩 코트 7153417 ##004
52,778,지오다노 GIORDANO 프리미엄 에어 구스 다운 푸파 073956,80100,패션의류,남성의류,지오다노 GIORDANO 프리미엄 에어 구스 다운 푸파 0739 ##56
53,1231,피에스이벤처스 PENTON 펜톤 BM7,62050,디지털/가전,음향가전,피에스이벤처스 PENTON 펜톤 BM ##7
54,1895,필립스 볼펜녹음기 펜 녹음기 녹음펜 휴대용 녹음기 볼펜형,148000,디지털/가전,학습기기,필립스 볼펜 ##녹 ##음 ##기 펜 녹음기 녹음 ##펜 휴대용 녹음기 볼펜 ##형
55,234,[핫딜] 폴로 랄프로렌 보이즈 꽈배기 니트 스웨터 Cable-Knit Cotton Sweater,81900,패션의류,여성의류,[ 핫 ##딜 ] 폴로 랄프로렌 보 ##이즈 꽈배기 니트 스웨터 C ##able - K ##n ##i ##t Co ##t ##ton Swe ##at ##er
56,861,시슬리 소매 볼륨 롱 패딩 SAPD84261,232450,패션의류,여성의류,시슬리 소매 볼륨 롱 패딩 SAPD ##84 ##26 ##1
57,1424,삼성전자 갤럭시북4 프로360 NT960QGK-K71AR,2799000,디지털/가전,노트북,삼성전자 갤럭시북4 프로360 NT9 ##60 ##Q ##GK - K71AR
58,1183,네티스 MEX01,32360,디지털/가전,네트워크장비,네티스 MEX ##01
59,406,텔레토비잠옷 극세사 점프슈트 캐릭터 겨울 수면 잠옷 크리스마스 연,14760,패션의류,여성언더웨어/잠옷,텔 ##레 ##토 ##비 ##잠옷 극세사 점 ##프 ##슈 ##트 캐릭터 겨울 수면 잠옷 크리스마스 연
60,1095,LG전자 울트라기어 27GN65R,350300,디지털/가전,모니터,LG전자 울트라기어 27 ##GN ##65 ##R
61,1373,삼성전자 더프리스타일 SP-LSBP3LAXKR,31900,디지털/가전,영상가전,삼성전자 더 ##프리 ##스타 ##일 SP - L ##SB ##P ##3 ##LA ##XKR
62,1594,KAN 케이안 애플워치 실리콘 마그네틱 스트랩 케이스,17900,디지털/가전,휴대폰액세서리,KAN 케이안 애플워치 실리콘 마그네틱 스트랩 케이스
63,1690,뱅앤올룹슨 Beoplay EX,450600,디지털/가전,음향가전,뱅앤올룹슨 Beo ##p ##lay E ##X
64,1001,삼성전자 갤럭시 버즈2 프로 SM-R510,130800,디지털/가전,음향가전,삼성전자 갤럭시 버즈2 프로 SM - R510
65,1156,벤큐 XL2411K,280700,디지털/가전,모니터,벤큐 XL ##2411 ##K
66,1229,신지모루 갤럭시 S24 울트라 지문인식 플러스 강화유리 액정보호필름,10400,디지털/가전,휴대폰액세서리,신지모루 갤럭시 S24 울트라 지문 ##인 ##식 플러스 강화유리 액정보호필름
67,747,겨울 여자 긴팔 반팔 티 티셔츠 피치 기모 이너 목폴라 폴라 목 반폴라티 반목 롱 라운드,11800,패션의류,여성의류,겨울 여자 긴팔 반팔 티 티셔츠 피치 기모 이너 목폴라 폴라 목 반폴라 ##티 반목 롱 라운드
68,1717,후지필름 후지컬러 C200-36장,19700,디지털/가전,카메라/캠코더용품,후지필름 후지 ##컬러 C ##200 - 36장
69,786,써스데이아일랜드 Thursday Island 코쿤 실루엣 다운 점퍼 T218MDJ242W,86460,패션의류,여성의류,써스데이아일랜드 Thursday Island 코 ##쿤 실 ##루 ##엣 다운 점퍼 T218 ##MDJ ##24 ##2 ##W
70,985,Calvin Klein Jeans 남 베이지 에센셜 다운 푸퍼 자켓 J323229 PEE,152190,패션의류,남성의류,Calvin Klein Jeans 남 베이지 에센셜 다운 푸퍼 자켓 J ##323 ##229 P ##EE
71,1844,LG전자 27MK430H,169000,디지털/가전,모니터,LG전자 27M ##K ##430H
72,1669,신지모루 아이패드 에어5/에어4 10.9 애플펜슬 수납 스마트커버 케이스,16400,디지털/가전,태블릿PC액세서리,신지모루 아이패드 에어5 / 에어4 10 . 9 애플펜슬 수납 스마트커버 케이스
73,467,23FW 아리스토우 여성 클라우드패딩 자켓 2종,28320,패션의류,여성의류,23FW 아리스토우 여성 클라우드패딩 자켓 2종
74,1403,아이엠듀 갤럭시Z플립5 힌지 보호 풀커버 지문방지 마그네틱 케이스,20500,디지털/가전,휴대폰액세서리,아이엠듀 갤럭시Z플립5 힌지 보호 풀커버 지문방지 마그네틱 케이스
75,895,지오지아 캐시미어 블렌드 터틀넥 니트 AAB4EU1104,27660,패션의류,남성의류,지오지아 캐시미어 블렌드 터틀넥 니트 AAB4 ##EU1104
76,1456,재원전자 스팀쿡 304 풀스텐 에어프라이어 16L,199000,디지털/가전,주방가전,재원전자 스팀 ##쿡 304 풀 ##스텐 에어 ##프라이어 16L
77,772,스튜디오톰보이 카라 핸드메이드코트 9172411985,93570,패션의류,여성의류,스튜디오톰보이 카라 핸드메이드코트 917241198 ##5
78,933,당일발송1 1 남자 M 양털 코듀로이 스트링 카고바지 기모 와이드 오버핏 밴딩 골덴 스트릿,16900,패션의류,남성의류,당일 ##발송 ##1 1 남자 M 양털 코듀로이 스트링 카고바지 기모 와이드 오버핏 밴딩 골덴 스트릿
79,455,벨티드 니트 믹스 원피스 7253437101,148800,패션의류,여성의류,벨티드 니트 믹스 원피스 725 ##34 ##37 ##10 ##1
80,1735,앤나인 쇼시 Slash9,39900,디지털/가전,이미용가전,앤나인 쇼시 Sla ##s ##h ##9
81,31,폴햄 23FW 여성용 퀼팅 롱 경량 패딩 1종,54510,패션의류,여성의류,폴햄 23FW 여성용 퀼팅 롱 경량 패딩 1종
82,855,스콘 골지 벨로아 밴딩 와이드 니트 팬츠 4col 가을 겨울 코듀로이 따뜻 제이플로우,27500,패션의류,여성의류,스 ##콘 골지 벨로아 밴딩 와이드 니트 팬츠 4 ##co ##l 가을 겨울 코듀로이 따뜻 제이 ##플 ##로우
83,1329,마샬 Stanmore II,224930,디지털/가전,음향가전,마샬 Stanmore II
84,28,LE TROIS 23FW 르투아 FAUX 밍크퍼 후드자켓,50730,패션의류,여성의류,LE TROIS 23FW 르투아 FAUX 밍크퍼 후드 ##자켓
85,1655,닌텐도 모여봐요 동물의 숲 해피 홈 파라다이스(SWITCH),21490,디지털/가전,게임기/타이틀,닌텐도 모여봐요 동물의 숲 해 ##피 홈 파라 ##다 ##이스 ( SWITCH )
86,1643,삼성전자 삼성 C32R500F,234000,디지털/가전,모니터,삼성전자 삼성 C32 ##R ##500 ##F
87,1747,와이투에스 트리아이나 TN-LP852,185000,디지털/가전,영상가전,와이 ##투 ##에스 트리 ##아이 ##나 TN - LP ##85 ##2
88,86,버커루 23FW 파격초 1 1 기모셋업 4종 여성,11200,패션의류,여성의류,버커루 23FW 파격초 1 1 기모셋업 4종 여성
89,318,시슬리 퍼카라패딩점퍼 SAPDE6361,228990,패션의류,여성의류,시슬리 퍼카라 ##패딩점퍼 SAPD ##E ##6361
90,1599,도시바 외장하드 저장장치 1TB 외장HDD 1테라 (정품 파우치포함),89900,디지털/가전,저장장치,도 ##시 ##바 외장하드 저장장치 1TB 외장HDD 1테라 ( 정품 파우치 ##포함 )
91,83,차밍 여성 텐셀 요일팬티 준12 P308,5490,패션의류,여성언더웨어/잠옷,차 ##밍 여성 텐셀 요일 ##팬티 준 ##12 P ##30 ##8
92,1366,닌텐도 스위치 라이트,225450,디지털/가전,게임기/타이틀,닌텐도 스위치 라이트
93,1671,WD BLACK SN850X M.2 NVMe,119970,디지털/가전,저장장치,WD BL ##ACK S ##N8 ##50 ##X M . 2 NVMe
94,1834,아이엠듀 애플워치 스트랩 밴드 줄 스포츠루프,8300,디지털/가전,휴대폰액세서리,아이엠듀 애플워치 스트랩 밴드 줄 스포츠 ##루프
95,775,라코스테 남성 경량 구스다운 BH982E-53N,106810,패션의류,남성의류,라코스테 남성 경량 구스다운 BH ##98 ##2E - 53N
96,1470,에어포인트 G-PASS AP500S,39900,디지털/가전,자동차기기,에어 ##포 ##인트 G - PAS ##S AP ##500 ##S
97,57,JJ지고트 베이직 골드버튼 트위드 자켓 GNAN0JK11,51320,패션의류,여성의류,JJ지고트 베이직 골드 ##버튼 트위드 자켓 GN ##AN ##0JK ##11
98,280,코오롱스포츠 KOLON SPORT 남성 야상 FUR 롱다운 M TLJDW21571TNA,103190,패션의류,남성의류,코 ##오 ##롱 ##스포츠 K ##OL ##ON SP ##ORT 남성 야상 FUR 롱다운 M TL ##JD ##W ##215 ##71 ##TN ##A
99,1161,(24시자동발송) PC/스팀 팔월드 PALWORLD NA 신규계정용 팰월드,17700,디지털/가전,게임기/타이틀,( 24시 ##자 ##동 ##발송 ) PC / 스팀 팔월드 P ##A ##L ##W ##OR ##L ##D NA 신 ##규 ##계정 ##용 팰월드
100,898,마인드브릿지 숏 다운 패딩 겨울 점퍼 MXDJ8201,139300,패션의류,여성의류,마인드브릿지 숏 다운 패딩 겨울 점퍼 MX ##DJ ##82 ##01
101,1261,샌디스크 Ultra Drive Luxe USB3.1 Type-C,11190,디지털/가전,저장장치,샌디스크 Ultra D ##r ##ive Luxe USB3 . 1 Type - C
102,44,국내매장판 2023 내셔널지오그래픽 칼리스 경량 패딩 겨울 헤론 점퍼 숏패딩 남녀공용,69000,패션의류,남성의류,국내매장판 2023 내셔널지오그래픽 칼 ##리스 경량 패딩 겨울 헤론 점퍼 숏패딩 남녀공용
103,119,올리브데올리브 On라인 exclusive 펄 후디 숏 다운 OH3WCM180,144390,패션의류,여성의류,올리브데올리브 On ##라인 e ##x ##c ##lus ##ive 펄 후디 숏 다운 OH3WCM ##180
104,1235,Apple 아이패드 프로 11 4세대 M2 WIFI 128G 스페이스 그레이 (MNXD3KH/A),1184370,디지털/가전,태블릿PC,Apple 아이패드 프로 11 4세대 M2 WIFI 128G 스페이스 그레이 ( MN ##XD ##3KH / A )
105,480,커버낫 RDS 마운틴 미드 푸퍼,134500,패션의류,남성의류,커버낫 RDS 마운틴 미드 푸퍼
106,346,도씨 클린 실크핏 반팔 카라 커플 잠옷 세트,19900,패션의류,여성언더웨어/잠옷,도씨 클 ##린 실크 ##핏 반팔 카라 커플 잠옷 세트
107,490,써스데이아일랜드 Thursday Island 덤블 카라 패턴 퀼팅 점퍼 T238MJP301W,151620,패션의류,여성의류,써스데이아일랜드 Thursday Island 덤블 카라 패턴 퀼팅 점퍼 T238 ##MJP ##301W
108,435,나이키 스포츠웨어 클럽 플리스 풀오버 후디 BV2655,42055,패션의류,남성의류,나이키 스포츠웨어 클럽 플리스 풀오버 후디 BV ##265 ##5
109,1494,쿠진아트 TOA-70KR,258980,디지털/가전,주방가전,쿠 ##진 ##아 ##트 TO ##A - 70 ##KR
110,177,GGPX 폭스트리밍벨티드덕다운패딩점퍼 지지피엑스 GMDBDU920F,99330,패션의류,여성의류,GGPX 폭스 ##트리 ##밍 ##벨티드 ##덕다운 ##패딩점퍼 지지피엑스 GMDBDU ##920 ##F
111,1053,SIE 플레이스테이션 5 디스크에디션,627380,디지털/가전,게임기/타이틀,SIE 플레이스테이션 5 디스 ##크 ##에디션
112,764,폴로 랄프 로렌 니트 여성 케이블 꽈배기 스웨터,94500,패션의류,여성의류,폴로 랄프 로렌 니트 여성 케이블 꽈배기 스웨터
113,155,국산 안심 실크 커플 잠옷 신혼부부 파자마 홈웨어 선물,39600,패션의류,여성언더웨어/잠옷,국산 안 ##심 실크 커플 잠옷 신혼부부 파자마 홈웨어 선물
114,1676,씨케이아이 CKI CKI-0700W,16450,디지털/가전,이미용가전,씨 ##케 ##이아 ##이 CKI CKI - 07 ##00 ##W
115,1217,삼성전자 갤럭시탭 S9 FE WIFI 256GB,584100,디지털/가전,태블릿PC,삼성전자 갤럭시탭 S9 FE WIFI 256GB
116,946,씨씨콜렉트 터틀넥 울 캐시미어 니트 C234KSK044,96570,패션의류,여성의류,씨씨콜렉트 터틀넥 울 캐시미어 니트 C234 ##K ##SK ##04 ##4
117,649,커버낫 C 로고 후디,42660,패션의류,남성의류,커버낫 C 로고 후디
118,1842,요이치 플로우 Type C to USB A 3.0 변환 젠더,6700,디지털/가전,휴대폰액세서리,요이치 플 ##로우 Type C to USB A 3 . 0 변환 젠더
119,1302,마이크론 크루셜 MX500 (대원CTS),46500,디지털/가전,저장장치,마이크 ##론 크루 ##셜 MX ##500 ( 대 ##원 ##CT ##S )
120,1115,아이엠듀 갤럭시 S24 울트라 카드 수납 케이스 하드 플러스 풀커버,14400,디지털/가전,휴대폰액세서리,아이엠듀 갤럭시 S24 울트라 카드 수납 케이스 하드 플러스 풀커버
121,806,금강모피 페이크퍼 숏 인조 밍크 조끼 DHV-2207,79000,패션의류,여성의류,금 ##강 ##모피 페이크 ##퍼 숏 인조 밍크 조끼 DH ##V - 220 ##7
122,335,여성 트렌치코트 바바리 울 하프코트 누빔 안감,78900,패션의류,여성의류,여성 트렌치코트 바바 ##리 울 하프코트 누빔 안감
123,1679,더블디 고속 충전 아이폰 케이블,3600,디지털/가전,휴대폰액세서리,더블디 고속 충전 아이폰 케이블
124,1788,Apple 워치 울트라 2 49mm (티타늄),974000,디지털/가전,휴대폰액세서리,Apple 워치 울트라 2 4 ##9 ##mm ( 티 ##타 ##늄 )
125,1798,웨스턴디지털 SN740 M.2 2230 NVMe,86600,디지털/가전,저장장치,웨 ##스턴 ##디지털 S ##N7 ##40 M . 2 22 ##30 NVMe
126,1344,삼성전자 갤럭시 버즈 라이브 SM-R180,112710,디지털/가전,음향가전,삼성전자 갤럭시 버즈 라이브 SM - R ##180
127,289,나이키 드라이핏 스우시 트레이닝 팬츠 운동 런닝 아디다스 츄리닝 일자 조거 기모 긴바지,29500,패션의류,남성의류,나이키 드라이핏 스우시 트레이닝 팬츠 운동 런닝 아디다스 츄리닝 일자 조거 기모 긴바지
128,408,Calvin Klein Underwear 캘빈클라인 언더웨어 CK 여성 모던 코튼 트라이앵글 브라렛 속옷 QF5650-020,48670,패션의류,여성언더웨어/잠옷,Calvin Klein Underwear 캘빈클라인 언더웨어 CK 여성 모던 코튼 트라이 ##앵 ##글 브라렛 속옷 Q ##F ##56 ##50 - 0 ##20
129,969,보브 VOV VOV 폭스 퍼 카라 구스다운 트렌치 코트 7153417006,131910,패션의류,여성의류,보브 VOV VOV 폭스 퍼 카라 구스다운 트렌치 코트 7153417 ##006
130,1648,코드웨이 CAT8 랜선 인터넷 케이블,7300,디지털/가전,PC부품,코드웨이 CAT ##8 랜 ##선 인터넷 케이블
131,1556,메이튼 무선 안드로이드 오토 프로 플러스 동글 앱 연동,99000,디지털/가전,자동차기기,메이튼 무선 안드로이드 오토 프로 플러스 동글 앱 연 ##동
132,974,올젠 도톰한 면 겨울 치노 팬츠 ZOB4PP1301,26490,패션의류,남성의류,올젠 도톰한 면 겨울 치노 팬츠 ZO ##B4 ##PP ##1301
133,1252,아이엠듀 갤럭시워치5 / 5프로 / 4 / 4클래식 가죽 커브형 시계줄 밴드 스트랩,14400,디지털/가전,휴대폰액세서리,아이엠듀 갤럭시워치5 / 5 ##프로 / 4 / 4 ##클 ##래식 가죽 커브형 시계줄 밴드 스트랩
134,1178,노스바유 NB G35,53990,디지털/가전,모니터주변기기,노스바유 NB G3 ##5
135,614,나이키 스포츠웨어 클럽 패딩 재킷 FB7369,167300,패션의류,남성의류,나이키 스포츠웨어 클럽 패딩 재킷 FB ##73 ##69
136,1391,삼성전자 JBL PULSE5,243000,디지털/가전,음향가전,삼성전자 JBL PU ##L ##SE ##5
137,1345,로랜텍 하드그립 갤럭시S24울트라 케이스,9400,디지털/가전,휴대폰액세서리,로랜텍 하드 ##그 ##립 갤럭시S24 ##울트라 케이스
138,835,JJ지고트 스팽글 노카라 트위트 누빔 자켓 GNBN0JK411,59760,패션의류,여성의류,JJ지고트 스 ##팽 ##글 노카라 트 ##위 ##트 누빔 자켓 GN ##B ##N ##0JK ##41 ##1
139,353,G-CUT 지컷22F W 드로스트링 후드 구스다운 패딩 자켓7252417008,105210,패션의류,여성의류,G - CUT 지컷 ##22 ##F W 드 ##로 ##스트 ##링 후드 구스다운 패딩 자켓 ##72 ##5 ##2417 ##008
140,1109,티피링크 Archer C80,52140,디지털/가전,네트워크장비,티피링크 Archer C ##80
141,692,씨티지 23FW 컬링 양모100 부클 자켓 230007,91890,패션의류,여성의류,씨티지 23FW 컬링 양모100 부클 자켓 23 ##000 ##7
142,2,겨울 여자슬랙스 기모 밴딩슬랙스 일자 키작녀바지,32900,패션의류,여성의류,겨울 여자슬랙스 기모 밴딩슬랙스 일자 키작녀바지
143,89,지스튜디오 지스튜디오 23FW 케이프 헝가리구스다운,54280,패션의류,여성의류,지스튜디오 지스튜디오 23FW 케이프 헝가리구스다운
144,1296,삼성전자 갤럭시 S24 울트라 5G 1TB [자급제],1864990,디지털/가전,휴대폰,삼성전자 갤럭시 S24 울트라 5G 1TB [ 자급제 ]
145,188,가을 겨울 롱 니트 원피스 기모 후드 맨투맨 하객 홈 빅사이즈 원피스 블랙 77 엄마,10000,패션의류,여성의류,가을 겨울 롱 니트 원피스 기모 후드 맨투맨 하객 홈 빅사이즈 원피스 블랙 77 엄마
146,1299,로이츠나인 에스뷰 프라이버시차단 모니터 정보보호 보안필름,17000,디지털/가전,PC액세서리,로 ##이 ##츠 ##나인 에스 ##뷰 프라이버시 ##차단 모니터 정보 ##보호 보 ##안 ##필름
147,1577,크리에이티브 PEBBLE V3,55500,디지털/가전,멀티미디어장비,크리에이티브 P ##EB ##BL ##E V ##3
148,604,BYC외 여성팬티 위생팬티 5매 세트 속옷 여자 미디 맥시 순면 요일 면스판 노라인,6900,패션의류,여성언더웨어/잠옷,BYC ##외 여성팬티 위생팬티 5매 세트 속옷 여자 미디 맥시 순면 요일 면스판 노라인
149,331,제너럴아이디어 케이블 풀오버 WBC3L05502,30420,패션의류,여성의류,제너럴아이디어 케이블 풀오버 WBC3 ##L05 ##502
150,602,온앤온 캐시미어 테일러드 핸드메이드 코트 NEW3XHB05,116850,패션의류,여성의류,온앤온 캐시미어 테일러드 핸드메이드 코트 NEW ##3X ##H ##B ##05
151,1122,마이크로소프트 오피스 365 Home,34000,디지털/가전,소프트웨어,마이크로소프트 오피스 365 Home
152,129,온앤온 폭스퍼 구스 숏패딩 NEP2XM607,95500,패션의류,여성의류,온앤온 폭스퍼 구스 숏패딩 NEP ##2 ##X ##M ##60 ##7
153,14,지오다노 코듀로이 와이드 팬츠 413910,26100,패션의류,여성의류,지오다노 코듀로이 와이드 팬츠 4 ##139 ##10
154,792,GGPX SG 지지피엑스 니트카라 벨티드 패딩점퍼 GMDADU401F,66860,패션의류,여성의류,GGPX S ##G 지지피엑스 니트카라 벨티드 패딩점퍼 GMD ##AD ##U ##40 ##1 ##F
