,title,lprice,category1,category2,title_sentencePiece,title_bertWP
1625,나이키 스포츠웨어 클럽 플리스 미드라이즈 오버사이즈 스웻팬츠 DQ5801,36630,패션의류,여성의류,▁나이키 ▁스포츠웨어 ▁클럽 ▁플리스 ▁미드 라이즈 ▁오 버 사이즈 ▁스웻팬츠 ▁DQ 58 01,나이키 스포츠웨어 클럽 플리스 미드 ##라이즈 오버 ##사이즈 스웻팬츠 DQ ##58 ##01
1626,리스트 패치 포켓 더블 핸드메이드 코트 TWHCTM80030,88000,패션의류,여성의류,▁리스트 ▁패치 ▁포켓 ▁더블 ▁핸드메이드 ▁코트 ▁TWHCTM800 30,리스트 패치 포켓 더블 핸드메이드 코트 TWHCTM800 ##30
1627,로지텍 M331 무소음,23300,디지털/가전,주변기기,▁로 지 텍 ▁M 33 1 ▁무 소 음,로지텍 M ##33 ##1 무소음
1628,쉬즈미스 퍼 카라 덕다운 숏 패딩 SSDJPM42510,100160,패션의류,여성의류,▁쉬즈미스 ▁퍼 ▁카라 ▁덕다운 ▁숏 ▁패딩 ▁SSDJP M4 25 10,쉬즈미스 퍼 카라 덕다운 숏 패딩 SSDJPM4 ##2510
1629,아이닉 new i20,168300,디지털/가전,생활가전,▁아 이 닉 ▁n ew ▁ i 20,아이닉 new i20
1630,올리브 노카라 부클 트위드 자켓,34520,패션의류,여성의류,▁올리브 ▁노카라 ▁부클 ▁트위드 ▁자켓,올리브 노카라 부클 트위드 자켓
1631,로지텍 페블 M350 마우스,14000,디지털/가전,주변기기,▁로 지 텍 ▁페 블 ▁M 3 50 ▁마 우 스,로지텍 페 ##블 M ##350 마우스
1632,스튜디오톰보이 A라인라글란코트 9172411981,108400,패션의류,여성의류,▁스튜디오톰보이 ▁A라인 라 글란 코트 ▁91724119 8 1,스튜디오톰보이 A라인 ##라글 ##란 ##코트 917241198 ##1
1633,테라링크 티패스 TL-720S,41800,디지털/가전,자동차기기,▁테 라 링 크 ▁티 패 스 ▁T L - 7 20 S,테 ##라 ##링크 티 ##패스 TL - 7 ##20 ##S
1634,한성컴퓨터 ULTRON 3278 QHD New,229000,디지털/가전,모니터,▁ 한 성 컴 퓨 터 ▁U L TR ON ▁3 27 8 ▁ Q HD ▁N ew,한성컴퓨터 ULTRON 32 ##7 ##8 Q ##HD N ##ew
1635,막스마라 마누엘라 코트 MANUELA 001,1451590,패션의류,여성의류,▁막스 마 라 ▁마 누 엘 라 ▁코트 ▁M AN U E LA ▁00 1,막스 ##마 ##라 마 ##누 ##엘 ##라 코트 MA ##N ##UE ##LA 001
1636,캐시미어 20 울 80 지블링 라브로 핸드메이드 오버핏 롱 코트 토바코 카멜 블랙 아이보리,228000,패션의류,여성의류,▁캐시미어 ▁20 ▁울 ▁8 0 ▁지 블 링 ▁라 브 로 ▁핸드메이드 ▁오버핏 ▁롱 ▁코트 ▁토 바 코 ▁카멜 ▁블랙 ▁아이보 리,캐시미어 20 울 80 지 ##블 ##링 라 ##브 ##로 핸드메이드 오버핏 롱 코트 토 ##바 ##코 카멜 블랙 아이보리
1637,23FW ODV 사가폭스 퀼팅 구스다운,118400,패션의류,여성의류,▁23FW ▁ODV ▁사가폭스 ▁퀼팅 ▁구스다운,23FW ODV 사가폭스 퀼팅 구스다운
1638,삼성전자 스마트모니터 LS32BM703UKXKR,379170,디지털/가전,모니터,▁삼 성 전 자 ▁스 마 트 모 니 터 ▁L S 3 2 B M 7 03 U K X KR,삼성전자 스마트모니터 L ##S ##32 ##BM7 ##03 ##U ##K ##XKR
1639,리하스 KHD-30L,207200,디지털/가전,주방가전,▁리 하 스 ▁K HD - 30 L,리하스 KHD - 30 ##L
1640,렉사 PLAY microSD카드 UHS-Ⅰ급,19060,디지털/가전,카메라/캠코더용품,▁ 렉 사 ▁P LA Y ▁ m i c r o S D 카 드 ▁U H S - I 급,렉 ##사 PL ##A ##Y microSD ##카드 U ##H ##S - Ⅰ ##급
1641,삼성전자 갤럭시 S24 울트라 5G 256GB [자급제],1594900,디지털/가전,휴대폰,▁삼 성 전 자 ▁ <unk> <unk> 시 ▁S 24 ▁울 트 라 ▁5 G ▁2 56 G B ▁[ 자 급 제 ],삼성전자 갤럭시 S24 울트라 5G 256GB [ 자급제 ]
1642,커플잠옷 세트 여성 홈웨어 원피스 겨울 수면잠옷 빅사이즈 파자마,19900,패션의류,여성언더웨어/잠옷,▁커플잠옷 ▁세트 ▁여성 ▁홈웨어 ▁원피스 ▁겨울 ▁수면잠옷 ▁빅사이즈 ▁파자마,커플잠옷 세트 여성 홈웨어 원피스 겨울 수면잠옷 빅사이즈 파자마
1643,지스튜디오 지스튜디오 23FW 케이프 헝가리구스다운,54280,패션의류,여성의류,▁지스튜디오 ▁지스튜디오 ▁23FW ▁케이프 ▁헝가리 구스다운,지스튜디오 지스튜디오 23FW 케이프 헝가리구스다운
1644,듀엘 알파카 더블 롱코트 L224PSH513,151010,패션의류,여성의류,▁듀엘 ▁알 파 카 ▁더블 ▁롱코트 ▁L 224 P SH 5 13,듀엘 알파 ##카 더블 롱코트 L ##224 ##PS ##H ##51 ##3
1645,신지모루 갤럭시 S24 울트라 케이스 2배자력 맥세이프 플러스 투명 범퍼,18400,디지털/가전,휴대폰액세서리,▁신 지 모 루 ▁ <unk> <unk> 시 ▁S 24 ▁울 트 라 ▁케이 스 ▁2 배 자 력 ▁맥 세 이프 ▁플 러 스 ▁투 명 ▁ <unk> 퍼,신지모루 갤럭시 S24 울트라 케이스 2배 ##자 ##력 맥세이프 플러스 투명 범퍼
1646,엠포리오아르마니 엠포리오 알마니 언더웨어 퓨어코튼 드로즈 2장세트 111610,11440,패션의류,남성언더웨어/잠옷,▁엠포리오 아 르 마니 ▁엠포리오 ▁알 마니 ▁언더웨어 ▁퓨 어 코튼 ▁드로즈 ▁2 장세트 ▁111 6 10,엠포리오 ##아 ##르 ##마니 엠포리오 알 ##마니 언더웨어 퓨 ##어 ##코튼 드로즈 2장 ##세트 111 ##610
1647,쿠쿠전자 CUCKOO CRP-ST1010FW 트윈프레셔,186750,디지털/가전,주방가전,▁쿠 쿠 전 자 ▁C U CK O O ▁C R P - S T 1 01 0 FW ▁트 윈 프 레 셔,쿠쿠전자 CUCKOO CRP - ST ##1010 ##FW 트윈프레셔
1648,Apple 에어팟 프로 2세대 (USB-C),251800,디지털/가전,음향가전,▁A p p le ▁에어 <unk> ▁프로 ▁2 세 대 ▁( U S B -C ),Apple 에어팟 프로 2세대 ( USB - C )
1649,삼성전자 갤럭시Z 폴드5 5G 512GB [자급제],1755570,디지털/가전,휴대폰,▁삼 성 전 자 ▁ <unk> <unk> 시 Z ▁폴 드 5 ▁5 G ▁5 12 G B ▁[ 자 급 제 ],삼성전자 갤럭시Z 폴 ##드5 5G 512GB [ 자급제 ]
1650,일본 버즈릭슨 오리지널 스펙 남성 치노 팬츠,157740,패션의류,남성의류,▁일본 ▁버 즈 릭 슨 ▁오리지널 ▁스 펙 ▁남성 ▁치노 ▁팬츠,일본 버즈 ##릭 ##슨 오리지널 스 ##펙 남성 치노 팬츠
1651,아이카 헤드업 디스플레이 HUD A100,27000,디지털/가전,자동차기기,▁아 이 카 ▁헤 드 업 ▁디 스 플 레이 ▁H UD ▁A 100,아이 ##카 헤드 ##업 디스플레이 H ##UD A1 ##00
1652,LG전자 27QN600,307910,디지털/가전,모니터,▁L G 전 자 ▁2 7 Q N 6 00,LG전자 27 ##QN ##600
1653,이상봉 런칭가79900원 이상봉에디션 23FW 케이프 패딩점퍼1종,37900,패션의류,여성의류,▁이상봉 ▁런칭 가 7 9900원 ▁이상봉에디션 ▁23FW ▁케이프 ▁패딩점퍼 1 종,이상봉 런칭 ##가 ##79 ##900 ##원 이상봉에디션 23FW 케이프 패딩점퍼 ##1종
1654,빈폴 방모 발마칸 코트 BC3X30C245,211110,패션의류,남성의류,▁빈폴 ▁방모 ▁발마칸 ▁코트 ▁BC3X 30C 24 5,빈폴 방모 발마칸 코트 BC ##3X30C ##24 ##5
1655,삼성전자 갤럭시 S24 플러스 5G 256GB [자급제],1269890,디지털/가전,휴대폰,▁삼 성 전 자 ▁ <unk> <unk> 시 ▁S 24 ▁플 러 스 ▁5 G ▁2 56 G B ▁[ 자 급 제 ],삼성전자 갤럭시 S24 플러스 5G 256GB [ 자급제 ]
1656,미아크 MIDK-01 노트북 거치대,25300,디지털/가전,노트북액세서리,▁미 아 크 ▁MI D K -01 ▁노 트 <unk> ▁거 치 대,미아크 MI ##D ##K - 01 노트북 거치대
1657,스마트카라 PCS-400,563430,디지털/가전,주방가전,▁스 마 트 카라 ▁P C S - 4 00,스마트 ##카라 PC ##S - 400
1658,삼성전자 갤럭시 버즈2 SM-R177,83500,디지털/가전,음향가전,▁삼 성 전 자 ▁ <unk> <unk> 시 ▁버 즈 2 ▁S M - R 1 77,삼성전자 갤럭시 버즈2 SM - R ##17 ##7
1659,SOUP 핸드메이드 루즈핏 모직 롱코트 SZBHC30,91820,패션의류,여성의류,▁SOUP ▁핸드메이드 ▁루즈핏 ▁모직 ▁롱코트 ▁SZ B HC3 0,SOUP 핸드메이드 루즈핏 모직 롱코트 SZ ##B ##HC ##30
1660,LG전자 울트라기어 24GN600,228230,디지털/가전,모니터,▁L G 전 자 ▁울 트 라 기 어 ▁24 G N 6 00,LG전자 울트라기어 24 ##GN ##600
1661,브리츠 Everpop3,23920,디지털/가전,음향가전,▁브 리 츠 ▁E ver p o p 3,브리츠 E ##ver ##p ##o ##p ##3
1662,폴햄 공용 알래스카 구스 숏 푸퍼 G80/20 PHC4JP3220,42750,패션의류,남성의류,▁폴햄 ▁공용 ▁알래스카 ▁구스 ▁숏 ▁푸퍼 ▁G80/20 ▁PHC4JP3 22 0,폴햄 공용 알래스카 구스 숏 푸퍼 G80 / 20 PHC4JP32 ##20
1663,올리브데올리브 On라인 exclusive 펄 후디 숏 다운 OH3WCM180,144390,패션의류,여성의류,▁올리브데올리브 ▁On 라인 ▁ e x c lus ive ▁펄 ▁후디 ▁숏 ▁다운 ▁OH3WCM 18 0,올리브데올리브 On ##라인 e ##x ##c ##lus ##ive 펄 후디 숏 다운 OH3WCM ##180
1664,MIXXO 에코퍼 일자핏 벨티드 롱다운 MIWJDDC01B,64500,패션의류,여성의류,▁MIXXO ▁에코 퍼 ▁일자 핏 ▁벨티드 ▁롱다운 ▁MIW JD D C 01 B,MIXXO 에코 ##퍼 일자 ##핏 벨티드 롱다운 MIW ##JD ##DC ##01 ##B
1665,지오지아 FW 테이퍼드핏 체크 슬랙스 NV ABC4PP1101 P002900122,15480,패션의류,남성의류,▁지오지아 ▁ FW ▁테이퍼드핏 ▁체크 ▁슬랙스 ▁NV ▁AB C4PP11 01 ▁P 0029 001 22,지오지아 F ##W 테이퍼드핏 체크 슬랙스 NV AB ##C4PP1 ##101 P ##0029 ##001 ##22
1666,삼성전자 갤럭시북4 프로 NT960XGK-K71A,2297990,디지털/가전,노트북,▁삼 성 전 자 ▁ <unk> <unk> 시 <unk> 4 ▁프로 ▁N T 9 6 0 X G K- K 71 A,삼성전자 갤럭시북4 프로 NT960XGK - K71 ##A
1667,티피링크 TL-WA850RE,20200,디지털/가전,네트워크장비,▁티 피 링 크 ▁T L - W A 8 50 R E,티피링크 TL - WA ##850 ##RE
1668,리바이스 남성 502 레귤러 테이퍼드 핏 청바지 29507 0782,37130,패션의류,남성의류,▁리바이스 ▁남성 ▁5 02 ▁레귤러 ▁테이퍼드 ▁핏 ▁청바지 ▁29 50 7 ▁07 82,리바이스 남성 50 ##2 레귤러 테이퍼드 핏 청바지 29 ##507 07 ##82
1669,리얼그레이 남자 긴팔 티 셔츠 레이어드 두꺼운 흰티,22800,패션의류,남성의류,▁리얼 그레이 ▁남자 ▁긴팔 ▁티 ▁셔츠 ▁레이어드 ▁ 두 꺼 운 ▁흰티,리얼 ##그레이 남자 긴팔 티 셔츠 레이어드 두 ##꺼 ##운 흰티
1670,남성용 빅사이즈 밍크 극세사 수면바지 커플파자마 잠옷 딥그린,6900,패션의류,남성언더웨어/잠옷,▁남성용 ▁빅사이즈 ▁밍크 ▁극세사 ▁수면 바지 ▁커플파자마 ▁잠옷 ▁ 딥 그린,남성용 빅사이즈 밍크 극세사 수면 ##바지 커플파자마 잠옷 딥 ##그 ##린
1671,미쏘 MIXXO 라운드넥 날개사 가디건 MIWCKDV31T,29900,패션의류,여성의류,▁미쏘 ▁MIXXO ▁라운드넥 ▁날 개 사 ▁가디건 ▁MIW CK DV 31 T,미쏘 MIXXO 라운드넥 날 ##개 ##사 가디건 MIW ##CK ##DV ##31 ##T
1672,[아디다스 퍼포먼스] 최신상블랙에디션 드로즈 5종 세트,40900,패션의류,남성언더웨어/잠옷,▁[ 아디다스 ▁퍼포먼스 ] ▁ 최신상 블 랙 에디션 ▁드로즈 ▁5종 ▁세트,[ 아디다스 퍼포먼스 ] 최 ##신상 ##블랙 ##에디션 드로즈 5종 세트
1673,리바이스 남성 568 스테이 루즈 핏 카펜터 워크퀘어 진 55849-0047,64080,패션의류,남성의류,▁리바이스 ▁남성 ▁568 ▁스테이 ▁루즈 ▁핏 ▁카펜터 ▁워크퀘어 ▁진 ▁55849-00 4 7,리바이스 남성 568 스테이 루즈 핏 카펜터 워크퀘어 진 55849 - 004 ##7
1674,앤나인 쇼시 A4KRW,24900,디지털/가전,이미용가전,▁앤 나 인 ▁쇼 시 ▁A 4 KR W,앤나인 쇼시 A ##4 ##KR ##W
1675,아이엠듀 아이패드 10세대 10.9 종이질감 강화유리 지문방지 액정보호필름,11400,디지털/가전,태블릿PC액세서리,▁아 이 엠 듀 ▁아 이 패 드 ▁10 세 대 ▁10 . 9 ▁ 종 이 질 감 ▁강 화 유 리 ▁지 문 방지 ▁ 액 정 보 호 필 름,아이엠듀 아이패드 10세대 10 . 9 종이질감 강화유리 지문방지 액정보호필름
1676,게스 에센셜 여성 코듀로이 와이드 YN4W9115,36650,패션의류,여성의류,▁게스 ▁에센셜 ▁여성 ▁코듀로이 ▁와이드 ▁YN4W 91 15,게스 에센셜 여성 코듀로이 와이드 YN4W ##91 ##15
1677,2023 내셔널지오그래픽 헤론 겨울경량 롱 구스 겨울 다운 점퍼 숏 패딩 남녀공용 타루가,159000,패션의류,남성의류,▁2023 ▁내셔널지오그래픽 ▁헤론 ▁겨울 경량 ▁롱 ▁구스 ▁겨울 ▁다운 ▁점퍼 ▁숏 ▁패딩 ▁남녀공용 ▁타루가,2023 내셔널지오그래픽 헤론 겨울 ##경 ##량 롱 구스 겨울 다운 점퍼 숏 패딩 남녀공용 타루가
1678,EnC 원버튼 숏 핸드메이드코트 ENJH34TWT01W 1570295,113490,패션의류,여성의류,▁E n C ▁원버튼 ▁숏 ▁핸드메이드코트 ▁E N JH 34 TW T 01 W ▁15702 9 5,E ##n ##C 원버튼 숏 핸드메이드코트 E ##N ##J ##H ##34 ##TW ##T ##01 ##W 15702 ##95
1679,삼성전자 삼성 S24C310,139000,디지털/가전,모니터,▁삼 성 전 자 ▁삼 성 ▁S 24 C3 10,삼성전자 삼성 S24 ##C310
1680,잇미샤 싱글버튼 캐시미어 롱 코트 ITNCYHL130,137880,패션의류,여성의류,▁잇미샤 ▁싱글 버튼 ▁캐시미어 ▁롱 ▁코트 ▁ITNCY HL 13 0,잇미샤 싱글 ##버튼 캐시미어 롱 코트 ITNC ##YHL ##130
1681,빅쏘 갤럭시S24 울트라 케이스 레빅스킨플러스 투명,13900,디지털/가전,휴대폰액세서리,▁빅 쏘 ▁ <unk> <unk> 시 S 24 ▁울 트 라 ▁케이 스 ▁레 빅 스킨 플 러 스 ▁투 명,빅쏘 갤럭시S24 울트라 케이스 레빅 ##스킨 ##플러스 투명
1682,짐웨어 기모 남자트레이닝복 남자헬스복 남자츄리닝 트레이닝팬츠 추리닝바지 헬스 조거 팬츠,5880,패션의류,남성의류,▁짐웨어 ▁기모 ▁남자 트레이닝복 ▁남자 헬 스 복 ▁남자 츄리닝 ▁트레이닝 팬츠 ▁ 추 리닝 바지 ▁헬스 ▁조거 ▁팬츠,짐웨어 기모 남자 ##트레이닝복 남자 ##헬 ##스 ##복 남자 ##츄 ##리닝 트레이닝 ##팬츠 추 ##리닝 ##바지 헬스 조거 팬츠
1683,씨씨콜렉트 아웃포켓 더블 하프코트 C234MSG002,174650,패션의류,여성의류,▁씨씨콜렉트 ▁아웃포켓 ▁더블 ▁하프코트 ▁C234MSG 00 2,씨씨콜렉트 아웃포켓 더블 하프코트 C234MSG ##00 ##2
1684,Calvin Klein Jeans 퍼포먼스 하이넥 튜브 다운패딩 여성 4컬러,124700,패션의류,여성의류,▁Calvin ▁Klein ▁Jeans ▁퍼포먼스 ▁하이넥 ▁튜브 ▁다운패딩 ▁여성 ▁4 컬러,Calvin Klein Jeans 퍼포먼스 하이넥 튜브 다운패딩 여성 4컬러
1685,금영 블루투스 마이크 KY-K200S,54500,디지털/가전,음향가전,▁금 영 ▁블루 투 스 ▁마이 크 ▁K Y - K 200 S,금 ##영 블루투스 마이크 K ##Y - K200S
1686,게스 정가168000게스진 여성 와이드핏 YM3D0155,45360,패션의류,여성의류,▁게스 ▁정 가 16 8 000 게스 진 ▁여성 ▁와이드핏 ▁Y M 3D 01 55,게스 정 ##가 ##16 ##800 ##0 ##게스 ##진 여성 와이드핏 Y ##M3 ##D ##01 ##55
1687,폴로 랄프로렌 여성 라운드넥 꽈배기 니트 스웨터,99000,패션의류,여성의류,▁폴로 ▁랄프로렌 ▁여성 ▁라운드넥 ▁꽈배기 ▁니트 ▁스웨터,폴로 랄프로렌 여성 라운드넥 꽈배기 니트 스웨터
1688,삼성전자 갤럭시 A24 128GB [자급제],326200,디지털/가전,휴대폰,▁삼 성 전 자 ▁ <unk> <unk> 시 ▁A 24 ▁1 28 G B ▁[ 자 급 제 ],삼성전자 갤럭시 A ##24 128GB [ 자급제 ]
1689,쉬즈미스 SHESMISS 더블 미디 핸드메이드 울코트,58014,패션의류,여성의류,▁쉬즈미스 ▁SH ES MI S S ▁더블 ▁미디 ▁핸드메이드 ▁울 코트,쉬즈미스 SH ##ES ##MI ##S ##S 더블 미디 핸드메이드 울코트
1690,블프할인 키올 세라 하이넥 카라 집업 루즈핏 니트,31850,패션의류,여성의류,▁블프 할 인 ▁키 올 ▁세 라 ▁하이넥 ▁카라 ▁집업 ▁루즈핏 ▁니트,블프 ##할 ##인 키 ##올 세 ##라 하이넥 카라 집업 루즈핏 니트
1691,로보 23FW 스페인 라도마 리버시블 더블 카라 무스탕,693460,패션의류,여성의류,▁로보 ▁23FW ▁스페인 ▁라도마 ▁리버시블 ▁더블 ▁카라 ▁무스탕,로보 23FW 스페인 라도마 리버시블 더블 카라 무스탕
1692,도씨 커플잠옷 피치기모 파자마 홈웨어 소프킨 코지,20900,패션의류,여성언더웨어/잠옷,▁도씨 ▁커플잠옷 ▁피치기모 ▁파자마 ▁홈웨어 ▁소 프 킨 ▁코 지,도씨 커플잠옷 피치기모 파자마 홈웨어 소 ##프 ##킨 코지
1693,탑텐 TOPTEN 남성 브러쉬드코튼 테이퍼드 밴딩 MSC4PP1201,17140,패션의류,남성의류,▁탑텐 ▁TOPTEN ▁남성 ▁브러 쉬드 코튼 ▁테이퍼드 ▁밴딩 ▁MSC4 PP 12 01,탑텐 TOPTEN 남성 브러 ##쉬드 ##코튼 테이퍼드 밴딩 MSC4 ##PP1 ##201
1694,메이튼 무선 안드로이드 오토 프로 동글,79000,디지털/가전,자동차기기,▁메 이 튼 ▁무 선 ▁안 드 로 이드 ▁오 토 ▁프로 ▁동 글,메이튼 무선 안드로이드 오토 프로 동글
1695,삼성전자 삼성 DM500SFZ-AD5A,799000,디지털/가전,PC,▁삼 성 전 자 ▁삼 성 ▁D M 5 00 S F Z - A D5 A,삼성전자 삼성 DM500 ##SF ##Z - A ##D5 ##A
1696,닌텐도 포켓몬스터 브릴리언트 다이아몬드,25395,디지털/가전,게임기/타이틀,▁ 닌 텐 도 ▁포켓 몬 스 터 ▁브 릴 리 언 트 ▁다이아 몬 드,닌텐도 포켓몬스터 브 ##릴 ##리 ##언트 다이아몬드
1697,갤럭시탭S9 FE 플러스 S9 플러스 공용 S펜 수납 북커버 케이스,17800,디지털/가전,태블릿PC액세서리,▁ <unk> <unk> 시 탭 S 9 ▁F E ▁플 러 스 ▁S 9 ▁플 러 스 ▁공용 ▁S 펜 ▁수 <unk> ▁ <unk> 커 버 ▁케이 스,갤럭시탭S ##9 FE 플러스 S9 플러스 공용 S펜 수납 북 ##커버 케이스
1698,게스언더웨어 에어로쿨 로고 아웃밴드 노와이어 브라 팬티 세트,32000,패션의류,여성언더웨어/잠옷,▁게스 언더웨어 ▁에어로쿨 ▁로고 ▁아웃 밴드 ▁노와이어 ▁브라 ▁팬티 ▁세트,게스 ##언더웨어 에어로쿨 로고 아웃 ##밴드 노와이어 브라 팬티 세트
1699,언더아머 남성 기능성 언스토퍼블 조거 트레이닝 팬츠 1352027-001,61900,패션의류,남성의류,▁언더아머 ▁남성 ▁기능성 ▁언스 토 퍼블 ▁조거 ▁트레이닝 ▁팬츠 ▁1 3 5 202 7 -00 1,언더아머 남성 기능성 언 ##스 ##토 ##퍼블 조거 트레이닝 팬츠 13 ##5 ##2027 - 001
1700,로지텍 로지텍G G435,62800,디지털/가전,멀티미디어장비,▁로 지 텍 ▁로 지 텍 G ▁G 4 3 5,로지텍 로지텍G G4 ##35
1701,한라홀딩스 오토비 AZ100 (2채널),129000,디지털/가전,자동차기기,▁ 한 라 <unk> 딩 스 ▁오 토 비 ▁A Z 100 ▁( 2 <unk> 널 ),한라홀딩스 오토비 A ##Z ##100 ( 2채널 )
1702,디키즈 874 오리지널 트레이드 워크팬츠 카키 874KH,22900,패션의류,남성의류,▁디키즈 ▁874 ▁오리지널 ▁트레 이드 ▁워크팬츠 ▁카키 ▁874 K H,디키즈 874 오리지널 트레 ##이드 워크팬츠 카키 874 ##KH
1703,나이키 스우시 미디엄 서포트 패드 스포츠 브라 DX6822,27100,패션의류,여성언더웨어/잠옷,▁나이키 ▁스우시 ▁미디엄 ▁서포트 ▁패드 ▁스포츠 ▁브라 ▁D X 68 22,나이키 스우시 미디엄 서포트 패드 스포츠 브라 D ##X ##68 ##22
1704,아이엠듀 갤럭시 S24 울트라 카드 수납 케이스 하드 플러스 풀커버,14400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁ <unk> <unk> 시 ▁S 24 ▁울 트 라 ▁카 드 ▁수 <unk> ▁케이 스 ▁하 드 ▁플 러 스 ▁풀 커 버,아이엠듀 갤럭시 S24 울트라 카드 수납 케이스 하드 플러스 풀커버
1705,폴햄 공용 리버시블 해비 후리스 점퍼 PHD4JP3219,39900,패션의류,남성의류,▁폴햄 ▁공용 ▁리버시블 ▁해비 ▁후 리스 ▁점퍼 ▁PHD4JP 3 21 9,폴햄 공용 리버시블 해비 후 ##리스 점퍼 PHD4JP ##32 ##19
1706,메이플라워 긴팔 빅사이즈 파자마 여성 순면 잠옷 세트,41800,패션의류,여성언더웨어/잠옷,▁메이플라워 ▁긴팔 ▁빅사이즈 ▁파자마 ▁여성 ▁순면 ▁잠옷 ▁세트,메이플라워 긴팔 빅사이즈 파자마 여성 순면 잠옷 세트
1707,신지모루 아이패드 에어5/에어4 10.9 애플펜슬 수납 스마트커버 케이스,16400,디지털/가전,태블릿PC액세서리,▁신 지 모 루 ▁아 이 패 드 ▁에어 5 / 에어 4 ▁10 . 9 ▁ <unk> 플 펜 슬 ▁수 <unk> ▁스 마 트 커 버 ▁케이 스,신지모루 아이패드 에어5 / 에어4 10 . 9 애플펜슬 수납 스마트커버 케이스
1708,푸마 스킨라이크 브라팬티 2종 라이트 여성,13010,패션의류,여성언더웨어/잠옷,▁푸마 ▁스킨 라이크 ▁브라팬티 ▁2종 ▁라이트 ▁여성,푸마 스킨 ##라이 ##크 브라팬티 2종 라이트 여성
1709,삼성전자 비스포크 DW60A8355FG,849000,디지털/가전,주방가전,▁삼 성 전 자 ▁비 스 포 크 ▁D W 6 0 A 8 3 55 F G,삼성전자 비스포크 DW ##60 ##A ##835 ##5 ##F ##G
1710,막스 테디베어 양모코트 디자이너 자체제작 양모100% 루즈핏 퍼코트,350000,패션의류,여성의류,▁막스 ▁테 디 베 어 ▁양모 코트 ▁디자 이너 ▁자체제작 ▁양모100 % ▁루즈핏 ▁퍼 코트,막스 테 ##디 ##베 ##어 양모 ##코트 디자 ##이너 자체제작 양모100 % 루즈핏 퍼 ##코트
1711,TOPTEN 공용 카카오 플란넬 라운지웨어 SET-UP MSC4UI3011MSC4UI3011,18000,패션의류,남성언더웨어/잠옷,▁TOPTEN ▁공용 ▁카 카 오 ▁플란넬 ▁라운지웨어 ▁SET-UP ▁MSC4UI 3 011 MS C4 UI 3 011,TOPTEN 공용 카 ##카 ##오 플란넬 라운지웨어 SET - UP MSC4UI ##3011 ##MS ##C4 ##UI ##3011
1712,심리스 모달 여성 팬티 여자 속옷 6컬러 세트 개별포장,2000,패션의류,여성언더웨어/잠옷,▁심리스 ▁모달 ▁여성 ▁팬티 ▁여자 ▁속옷 ▁6 컬러 ▁세트 ▁ 개 별 포 장,심리스 모달 여성 팬티 여자 속옷 6컬러 세트 개 ##별 ##포 ##장
1713,에고이스트 가로퀼팅미디라인구스다운 EP4JD004,110660,패션의류,여성의류,▁에고이스트 ▁가 로 퀼팅 미 디 라인 구스다운 ▁EP4 JD 00 4,에고이스트 가 ##로 ##퀼팅 ##미 ##디 ##라인 ##구스다운 EP ##4 ##JD ##004
1714,쉬즈미스 울 히든 스냅 버튼 핸드메이드 코트 SWHCTM42030,70200,패션의류,여성의류,▁쉬즈미스 ▁울 ▁히든 ▁스 냅 ▁버튼 ▁핸드메이드 ▁코트 ▁SWHCTM420 30,쉬즈미스 울 히든 스 ##냅 버튼 핸드메이드 코트 SWHCTM420 ##30
1715,탑텐 에코 플러피플리스 하이넥 집업 MSC4TC3912,19060,패션의류,남성의류,▁탑텐 ▁에코 ▁플러피플리스 ▁하이넥 ▁집업 ▁MSC4TC391 2,탑텐 에코 플러피플리스 하이넥 집업 MSC4TC3912
1716,후끈 밍크 골덴 기모 와이드 밴딩 팬츠,14800,패션의류,여성의류,▁후 끈 ▁밍크 ▁골덴 ▁기모 ▁와이드 ▁밴딩 ▁팬츠,후 ##끈 밍크 골덴 기모 와이드 밴딩 팬츠
1717,1+1 겨울 잠옷바지 수면잠옷 극세사 피치기모 파자마 공주,9900,패션의류,여성언더웨어/잠옷,▁1+1 ▁겨울 ▁잠옷바지 ▁수면잠옷 ▁극세사 ▁피치기모 ▁파자마 ▁공주,1 + 1 겨울 잠옷바지 수면잠옷 극세사 피치기모 파자마 공주
1718,국내매장판 내셔널지오그래픽 경량패딩 브레디 점퍼 남녀공용 남자 숏패딩 간절기 겨울 자켓,109000,패션의류,남성의류,▁국내매장판 ▁내셔널지오그래픽 ▁경량패딩 ▁브레 디 ▁점퍼 ▁남녀공용 ▁남자 ▁숏패딩 ▁간절기 ▁겨울 ▁자켓,국내매장판 내셔널지오그래픽 경량패딩 브레 ##디 점퍼 남녀공용 남자 숏패딩 간절기 겨울 자켓
1719,최복호 더 컬렉션 퍼패딩 팬츠 1종 33734564,29169,패션의류,여성의류,▁ 최 복 호 ▁더 ▁컬 렉션 ▁퍼 패딩 ▁팬츠 ▁1종 ▁337 34 56 4,최 ##복 ##호 더 컬 ##렉션 퍼 ##패딩 팬츠 1종 337 ##34 ##56 ##4
1720,코모도 23FW 남성 코튼 케이블 니트 3종,34080,패션의류,남성의류,▁코모도 ▁23FW ▁남성 ▁코튼 ▁케이블 ▁니트 ▁3종,코모도 23FW 남성 코튼 케이블 니트 3종
