,title,lprice,category1,category2,title_sentencePiece,title_bertWP
369,BYC 남자 내복 기모 남성 내의 발열 성인 겨울 보온 방한 상의 하의 세트 타이즈 여성,9900,패션의류,남성언더웨어/잠옷,▁BYC ▁남자 ▁내복 ▁기모 ▁남성 ▁내의 ▁발열 ▁성인 ▁겨울 ▁보온 ▁방한 ▁상의 ▁하의 ▁세트 ▁타이즈 ▁여성,BYC 남자 내복 기모 남성 내의 발열 성인 겨울 보온 방한 상의 하의 세트 타이즈 여성
370,폴햄 남성 세미와이드 코듀로이 팬츠 PHD4PP1093,25640,패션의류,남성의류,▁폴햄 ▁남성 ▁세미와이드 ▁코듀로이 ▁팬츠 ▁PHD4PP 10 93,폴햄 남성 세미와이드 코듀로이 팬츠 PHD4PP ##109 ##3
371,SOUP 핸드메이드 코트 SZAHC91,68990,패션의류,여성의류,▁SOUP ▁핸드메이드 ▁코트 ▁SZA HC 91,SOUP 핸드메이드 코트 SZAHC ##91
372,몬스타 가츠 BT SOUND,32700,디지털/가전,음향가전,▁ 몬 스 타 ▁가 츠 ▁B T ▁SO U N D,몬스타 가 ##츠 BT SO ##UN ##D
373,빈폴 23FW 캐주얼 쇼트 구스다운 아우터 BC3Y38C30,199030,패션의류,남성의류,▁빈폴 ▁23FW ▁캐주얼 ▁쇼트 ▁구스다운 ▁아우터 ▁BC3 Y 38 C3 0,빈폴 23FW 캐주얼 쇼트 구스다운 아우터 BC ##3 ##Y ##38C ##30
374,CC콜렉트 씨씨콜렉트 폭스퍼 후드 구스 다운 C234PSG189,102770,패션의류,여성의류,▁CC콜렉트 ▁씨씨콜렉트 ▁폭스퍼 ▁후드 ▁구스 ▁다운 ▁C234PSG18 9,CC콜렉트 씨씨콜렉트 폭스퍼 후드 구스 다운 C234PSG18 ##9
375,노네임 휴대용 각도조절 핸드폰 거치대 탁상용 S1Lite,6400,디지털/가전,휴대폰액세서리,▁노 네 임 ▁휴 대 용 ▁ 각 도 조 절 ▁핸드 폰 ▁거 치 대 ▁ <unk> 상 용 ▁S 1 L i t e,노 ##네 ##임 휴대용 각도조절 핸드폰 거치대 탁 ##상 ##용 S ##1 ##L ##ite
376,DEEPCOOL AG400,24970,디지털/가전,PC부품,▁D E E P C O OL ▁A G 4 00,DE ##EP ##C ##OO ##L A ##G ##400
377,이츠미 3가지기장 코듀로이 하이웨스트 기모안감 세미 와이드 팬츠 키작녀,23500,패션의류,여성의류,▁이츠미 ▁3가지기장 ▁코듀로이 ▁하이웨스트 ▁기모안감 ▁세미 ▁와이드 ▁팬츠 ▁키작녀,이츠미 3가지기장 코듀로이 하이웨스트 기모안감 세미 와이드 팬츠 키작녀
378,나이키 스포츠웨어 클럽 플리스 풀오버 후디 BV2655,42055,패션의류,남성의류,▁나이키 ▁스포츠웨어 ▁클럽 ▁플리스 ▁풀오버 ▁후디 ▁BV26 55,나이키 스포츠웨어 클럽 플리스 풀오버 후디 BV ##265 ##5
379,로지텍 로지텍G G913 텐키리스 클릭키,159200,디지털/가전,주변기기,▁로 지 텍 ▁로 지 텍 G ▁G 91 3 ▁텐 키 리스 ▁클 릭 키,로지텍 로지텍G G913 텐키리스 클릭키
380,앱코 N800 가상 7.1채널 게이밍 헤드셋,35490,디지털/가전,멀티미디어장비,▁ <unk> 코 ▁N 8 00 ▁가 상 ▁7 . 1 <unk> 널 ▁ 게 이 밍 ▁헤 드 셋,앱코 N ##800 가상 7 . 1채널 게이밍 헤드셋
381,아이엠듀 카메라 스마트폰 3단 블루투스 삼각대,21400,디지털/가전,카메라/캠코더용품,▁아 이 엠 듀 ▁카 메 라 ▁스 마 트 폰 ▁3 단 ▁블루 투 스 ▁삼 각 대,아이엠듀 카메라 스마트폰 3단 블루투스 삼각대
382,샌디스크 Portable SSD,80000,디지털/가전,저장장치,▁ <unk> 디 스 크 ▁P or t able ▁S S D,샌디스크 Portable SSD
383,벤큐 GW2480 아이케어 무결점,159000,디지털/가전,모니터,▁벤 <unk> ▁G W 24 8 0 ▁아 이 케 어 ▁무 결 점,벤큐 GW ##24 ##80 아이케어 무결점
384,코모도 23FW 여성 코튼 케이블 니트 3종,34080,패션의류,여성의류,▁코모도 ▁23FW ▁여성 ▁코튼 ▁케이블 ▁니트 ▁3종,코모도 23FW 여성 코튼 케이블 니트 3종
385,쉬즈미스 코트 SWHCTM41130,79000,패션의류,여성의류,▁쉬즈미스 ▁코트 ▁SWHCTM41 13 0,쉬즈미스 코트 SWHCTM4 ##1130
386,SIEK 플레이스테이션 마블 스파이더맨2 (PS5),62450,디지털/가전,게임기/타이틀,▁S I E K ▁플 레이 스테 이 션 ▁마 블 ▁스파 이더 맨 2 ▁( P S 5 ),SIEK 플레이스테이션 마 ##블 스파이더 ##맨 ##2 ( PS5 )
387,벨로아 밴딩팬츠 (세가지기장) 와이드 조거 코듀로이 골덴 바지 키작녀 키큰여자 가을 겨울,42000,패션의류,여성의류,▁벨로아 ▁밴딩 팬츠 ▁( 세 가지기장 ) ▁와이드 ▁조거 ▁코듀로이 ▁골덴 ▁바지 ▁키작녀 ▁키 큰 여 자 ▁가을 ▁겨울,벨로아 밴딩 ##팬츠 ( 세 ##가지기장 ) 와이드 조거 코듀로이 골덴 바지 키작녀 키 ##큰 ##여 ##자 가을 겨울
388,LG전자 스탠바이미 2023 LED FHD 68cm (27ART10CKPL),859960,디지털/가전,영상가전,▁L G 전 자 ▁스탠 바이 미 ▁2023 ▁LE D ▁F HD ▁6 8 c m ▁( 27 AR T 10 CK P L ),LG전자 스탠바이미 2023 LED FHD 68cm ( 27ART10 ##CK ##PL )
389,필립스 SkinIQ 5000시리즈 S5588/17,97990,디지털/가전,이미용가전,▁ 필 립 스 ▁S k in I Q ▁5 000 시 리즈 ▁S 5 58 8 / 1 7,필립스 SkinIQ 5000 ##시리즈 S ##55 ##8 ##8 / 1 ##7
390,빅쏘 갤럭시S22 플러스 갤럭시S23 플러스 강화유리 필름,10900,디지털/가전,휴대폰액세서리,▁빅 쏘 ▁ <unk> <unk> 시 S 22 ▁플 러 스 ▁ <unk> <unk> 시 S 23 ▁플 러 스 ▁강 화 유 리 ▁ 필 름,빅쏘 갤럭시S22 플러스 갤럭시S23 플러스 강화유리 필름
391,LAFUDGESTORE 1 12 김영대 착장 3M 신슐레이트 오리지널 피쉬테일 파카 Original Khak M-1965,21690,패션의류,남성의류,▁LA F UD G EST OR E ▁1 ▁12 ▁김 영 대 ▁착장 ▁3M ▁신 슐레이트 ▁오리지널 ▁피쉬테일 ▁파카 ▁O r ig in al ▁K h ak ▁M - 19 65,LA ##F ##UD ##G ##EST ##OR ##E 1 12 김 ##영 ##대 착장 3M 신 ##슐레이트 오리지널 피쉬테일 파카 O ##r ##ig ##in ##al K ##h ##a ##k M - 19 ##65
392,크로커다일레이디 베이직 경량 패딩 조끼 CLAWVT901,12310,패션의류,여성의류,▁크로커다일레이디 ▁베이직 ▁경량 ▁패딩 ▁조끼 ▁CLA W VT 9 01,크로커다일레이디 베이직 경량 패딩 조끼 CLA ##W ##VT ##901
393,게스 여성 글램 숏 구스 YN4W5871,95532,패션의류,여성의류,▁게스 ▁여성 ▁ 글 램 ▁숏 ▁구스 ▁YN4W58 71,게스 여성 글 ##램 숏 구스 YN4W58 ##71
394,KAN 케이안 아이패드 케이스 프로 6세대 5세대 12.9인치 아이코어 애플펜슬 수납 스마트커버,8900,디지털/가전,태블릿PC액세서리,▁K AN ▁케이 안 ▁아 이 패 드 ▁케이 스 ▁프로 ▁6 세 대 ▁5 세 대 ▁12 . 9 인 치 ▁아 이 코 어 ▁ <unk> 플 펜 슬 ▁수 <unk> ▁스 마 트 커 버,KAN 케이안 아이패드 케이스 프로 6세대 5세대 12 . 9인치 아이코어 애플펜슬 수납 스마트커버
395,비버리힐즈폴로클럽 울 케이블니트 3종 남성,75110,패션의류,남성의류,▁비버리힐즈폴로클럽 ▁울 ▁케이블니트 ▁3종 ▁남성,비버리힐즈폴로클럽 울 케이블니트 3종 남성
396,EFM네트웍스 아이피타임 Extender-A6,31890,디지털/가전,네트워크장비,▁E F M 네 트 <unk> 스 ▁아 이 피 타 임 ▁E x t en der - A 6,EFM네트웍스 아이피타임 Extender - A6
397,리스트 내추럴 벨티드 핸드메이드 코트 TWHCTN82040,144270,패션의류,여성의류,▁리스트 ▁내 추 럴 ▁벨티드 ▁핸드메이드 ▁코트 ▁TWHCTN8 20 4 0,리스트 내 ##추 ##럴 벨티드 핸드메이드 코트 TWHCTN820 ##40
398,삼성전자 갤럭시북2 NT550XEZ-A58A,599000,디지털/가전,노트북,▁삼 성 전 자 ▁ <unk> <unk> 시 <unk> 2 ▁N T 550 X E Z - A 58 A,삼성전자 갤럭시북2 NT550 ##XE ##Z - A58A
399,비비안스킨핏 외 홈쇼핑 상품 노와이어브라 브라렛 여자속옷세트 모음전,60000,패션의류,여성언더웨어/잠옷,▁비비안스킨핏 ▁외 ▁홈쇼핑 ▁상 품 ▁노와이어브라 ▁브라렛 ▁여자속옷세트 ▁모 음 전,비비안스킨핏 외 홈쇼핑 상품 노와이어브라 브라렛 여자속옷세트 모음전
400,웨이코스 씽크웨이 토체티 301,99900,디지털/가전,주변기기,▁웨 이 코 스 ▁ <unk> 크 웨 이 ▁토 체 티 ▁3 01,웨이코스 씽크웨이 토 ##체 ##티 30 ##1
401,봄 가을 빅사이즈 남자 가디건 기본핏 슬림핏 오버핏,18900,패션의류,남성의류,▁봄 ▁가을 ▁빅사이즈 ▁남자 ▁가디건 ▁기본 핏 ▁슬림핏 ▁오버핏,봄 가을 빅사이즈 남자 가디건 기본 ##핏 슬림핏 오버핏
402,에디션 3M 페더리스 헤비 점퍼 3종 NNC4JJ1993,44440,패션의류,남성의류,▁에디션 ▁3M ▁페더 리스 ▁헤비 ▁점퍼 ▁3종 ▁NN C4 JJ 199 3,에디션 3M 페더 ##리스 헤비 점퍼 3종 NN ##C4 ##JJ ##199 ##3
403,더엣지 23FW 렉스퍼 트렌치 롱 구스다운,149000,패션의류,여성의류,▁더엣지 ▁23FW ▁ 렉스 퍼 ▁트렌치 ▁롱 ▁구스다운,더엣지 23FW 렉 ##스 ##퍼 트렌치 롱 구스다운
404,삼성 재생 토너 CLT-K404S 완제품 SL-C483FW C483 C433W C433,13000,디지털/가전,주변기기,▁삼 성 ▁재 생 ▁토 너 ▁C L T - K 4 04 S ▁ <unk> 제 품 ▁S L - C4 8 3 FW ▁C 48 3 ▁C 4 3 3W ▁C 4 33,삼성 재생 토너 CLT - K ##40 ##4 ##S 완제품 SL - C48 ##3FW C48 ##3 C ##43 ##3W C ##43 ##3
405,전 자체제작 울터치 한겨울까지 도톰한 니트 가을 겨울 롱 스커트,23800,패션의류,여성의류,▁전 ▁자체제작 ▁울 터치 ▁ 한 겨울 까 지 ▁도톰한 ▁니트 ▁가을 ▁겨울 ▁롱 ▁스커트,전 자체제작 울 ##터치 한 ##겨울 ##까 ##지 도톰한 니트 가을 겨울 롱 스커트
406,수면잠옷 겨울 커플잠옷 원피스 피치기모 여성 파자마,18900,패션의류,여성언더웨어/잠옷,▁수면잠옷 ▁겨울 ▁커플잠옷 ▁원피스 ▁피치기모 ▁여성 ▁파자마,수면잠옷 겨울 커플잠옷 원피스 피치기모 여성 파자마
407,아이엠듀 USB C타입 PD 20W 퀵차지 4.0 멀티 고속 충전기 MPD303,11400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁U S B ▁C 타 입 ▁P D ▁20 W ▁ <unk> 차 지 ▁4 . 0 ▁ 멀 티 ▁고 속 ▁ <unk> 전 기 ▁M PD 3 03,아이엠듀 USB C타입 PD 20 ##W 퀵차지 4 . 0 멀티 고속 충전기 MP ##D ##303
408,아이엠듀 아이폰15 프로 MAX 투명 슬림 이지스 플러스 카드 케이스,14400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁아 이 폰 15 ▁프로 ▁MA X ▁투 명 ▁슬림 ▁이 지스 ▁플 러 스 ▁카 드 ▁케이 스,아이엠듀 아이폰15 프로 MAX 투명 슬림 이지스 플러스 카드 케이스
409,삼성전자 갤럭시북3 360 NT750QFT-A51A,1398000,디지털/가전,노트북,▁삼 성 전 자 ▁ <unk> <unk> 시 <unk> 3 ▁3 6 0 ▁N T 7 50 Q F T - A 51 A,삼성전자 갤럭시북3 360 NT750 ##Q ##FT - A51A
410,필립스 SkinIQ 9000시리즈 S9986/50,52900,디지털/가전,이미용가전,▁ 필 립 스 ▁S k in I Q ▁9 000 시 리즈 ▁S 99 8 6 / 50,필립스 SkinIQ 9 ##000 ##시리즈 S9 ##98 ##6 / 50
411,빈폴 남녀공용 프레피 구스다운 아우터 BC3X38C225,144300,패션의류,남성의류,▁빈폴 ▁남녀공용 ▁프 레 피 ▁구스다운 ▁아우터 ▁BC3X38C 22 5,빈폴 남녀공용 프 ##레 ##피 구스다운 아우터 BC3X38C ##22 ##5
412,디지지 2세대 알루미늄 노트북 받침대,19400,디지털/가전,노트북액세서리,▁디 지 지 ▁2 세 대 ▁알 루 미 <unk> ▁노 트 <unk> ▁ <unk> <unk> 대,디지지 2세대 알루미늄 노트북 받침대
413,한성컴퓨터 TFG30F20W  울트라와이드 200 게이밍,249000,디지털/가전,모니터,▁ 한 성 컴 퓨 터 ▁T F G 30 F 20 W ▁ ▁울 트 라 와이드 ▁2 00 ▁ 게 이 밍,한성컴퓨터 TFG ##30 ##F ##20 ##W 울트라와이드 200 게이밍
414,닌텐도 스위치 OLED,374000,디지털/가전,게임기/타이틀,▁ 닌 텐 도 ▁스 위 치 ▁O L E D,닌텐도 스위치 OLED
415,소니 WH-CH520,82800,디지털/가전,음향가전,▁소 니 ▁WH -C H 5 20,소니 WH - CH ##5 ##20
416,여성 트렌치코트 바바리 울 하프코트 누빔 안감,78900,패션의류,여성의류,▁여성 ▁트렌치 코트 ▁바바 리 ▁울 ▁하프코트 ▁누빔 ▁안감,여성 트렌치코트 바바 ##리 울 하프코트 누빔 안감
417,여성 트레이닝 세트 여자 츄리닝 니트 트레이닝복,29800,패션의류,여성의류,▁여성 ▁트레이닝 ▁세트 ▁여자 ▁츄리닝 ▁니트 ▁트레이닝복,여성 트레이닝 세트 여자 츄리닝 니트 트레이닝복
418,아이엠듀 갤럭시워치5 / 갤럭시워치4 소가죽 스트랩 메탈러그 커브형,18400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁ <unk> <unk> 시 워 치 5 ▁ / ▁ <unk> <unk> 시 워 치 4 ▁소 가 죽 ▁스트 랩 ▁메 탈 러 그 ▁커 브 형,아이엠듀 갤럭시워치5 / 갤럭시워치4 소가죽 스트랩 메탈 ##러 ##그 커브형
419,코닥 골드 200-36장,15900,디지털/가전,카메라/캠코더용품,▁코 닥 ▁골드 ▁2 00 - 36 장,코닥 골드 200 - 36장
420,에디션 프리미엄 다운 하이넥 롱 패딩 코트 NNB4CP1992,42970,패션의류,남성의류,▁에디션 ▁프리미엄 ▁다운 ▁하이넥 ▁롱 ▁패딩 ▁코트 ▁NN B4 CP 1 992,에디션 프리미엄 다운 하이넥 롱 패딩 코트 NN ##B4 ##CP1 ##992
421,신지모루 갤럭시 S24 울트라 케이스 에어로핏 플러스 투명 슬림,12400,디지털/가전,휴대폰액세서리,▁신 지 모 루 ▁ <unk> <unk> 시 ▁S 24 ▁울 트 라 ▁케이 스 ▁에어로 핏 ▁플 러 스 ▁투 명 ▁슬림,신지모루 갤럭시 S24 울트라 케이스 에어로핏 플러스 투명 슬림
422,라페나 브라렛 노와이어 브라탑 심리스 뽕브라 수면 처진가슴 왕뽕 무봉제 라인업 브라,7900,패션의류,여성언더웨어/잠옷,▁라 페 나 ▁브라렛 ▁노와이어 ▁브라탑 ▁심리스 ▁뽕브라 ▁수면 ▁처진가슴 ▁왕뽕 ▁무봉제 ▁라인 업 ▁브라,라 ##페 ##나 브라렛 노와이어 브라탑 심리스 뽕브라 수면 처진가슴 왕뽕 무봉제 라인 ##업 브라
423,드리미 L20 Ultra,1599000,디지털/가전,생활가전,▁드 리 미 ▁L 20 ▁U l t r a,드 ##리 ##미 L ##20 Ultra
424,[아이메르]울100 엘라 롱 핸드메이드코트 여자겨울 벨트 키작녀 88사이즈 롱코트,195000,패션의류,여성의류,▁[ 아이 메 르 ] 울 100 ▁엘 라 ▁롱 ▁핸드메이드코트 ▁여자 겨울 ▁벨 트 ▁키작녀 ▁88사이즈 ▁롱코트,[ 아이 ##메 ##르 ] 울100 엘 ##라 롱 핸드메이드코트 여자 ##겨울 벨 ##트 키작녀 88사이즈 롱코트
425,탑텐 플리스 베이직 스웨트셔츠 MSC4TR3901,12900,패션의류,남성의류,▁탑텐 ▁플리스 ▁베이직 ▁스웨트셔츠 ▁MSC4 TR39 01,탑텐 플리스 베이직 스웨트셔츠 MSC4 ##TR39 ##01
426,삼성전자 삼성 990 PRO M.2 NVMe,107640,디지털/가전,저장장치,▁삼 성 전 자 ▁삼 성 ▁99 0 ▁PR O ▁M . 2 ▁NV M e,삼성전자 삼성 99 ##0 PRO M . 2 NVMe
427,커버낫 RDS 마운틴 미드 푸퍼,134500,패션의류,남성의류,▁커버낫 ▁RDS ▁마 운 틴 ▁미드 ▁푸퍼,커버낫 RDS 마운틴 미드 푸퍼
428,삼성전자 갤럭시 버즈 라이브 SM-R180,112710,디지털/가전,음향가전,▁삼 성 전 자 ▁ <unk> <unk> 시 ▁버 즈 ▁라이브 ▁S M - R 18 0,삼성전자 갤럭시 버즈 라이브 SM - R ##180
429,유튜브 브이로그 휴대용 미니 스마트폰 삼각대 세직,29900,디지털/가전,카메라/캠코더용품,▁유 튜 브 ▁브 이 로 그 ▁휴 대 용 ▁미 니 ▁스 마 트 폰 ▁삼 각 대 ▁세 직,유튜브 브이로그 휴대용 미니 스마트폰 삼각대 세 ##직
430,아이엠듀 에어팟 프로 PRO 투명 케이스 키링 TPU 1세대 2세대 공용 APCD3,4900,디지털/가전,음향가전,▁아 이 엠 듀 ▁에어 <unk> ▁프로 ▁PR O ▁투 명 ▁케이 스 ▁키 링 ▁T P U ▁1 세 대 ▁2 세 대 ▁공용 ▁A P C D 3,아이엠듀 에어팟 프로 PRO 투명 케이스 키 ##링 TPU 1세대 2세대 공용 AP ##C ##D ##3
431,코닥 KODAK 피쉬테일 덕다운 자켓,146101,패션의류,남성의류,▁코 닥 ▁K OD A K ▁피쉬테일 ▁덕다운 ▁자켓,코닥 K ##O ##DA ##K 피쉬테일 덕다운 자켓
432,나이키 써마 핏 리펠 에어로레이어 A DD5645-010,27000,패션의류,남성의류,▁나이키 ▁써마 ▁핏 ▁리펠 ▁에어로 레이 어 ▁A ▁DD 56 45 -01 0,나이키 써마 핏 리펠 에어로 ##레이어 A DD ##56 ##45 - 010
433,나이키 클럽 기모 조거팬츠 BV2671,29510,패션의류,남성의류,▁나이키 ▁클럽 ▁기모 ▁조거팬츠 ▁BV26 71,나이키 클럽 기모 조거팬츠 BV2671
434,국산 안심 실크 커플 잠옷 신혼부부 파자마 홈웨어 선물,39600,패션의류,여성언더웨어/잠옷,▁국산 ▁안 심 ▁실크 ▁커플 ▁잠옷 ▁신혼부부 ▁파자마 ▁홈웨어 ▁선물,국산 안 ##심 실크 커플 잠옷 신혼부부 파자마 홈웨어 선물
435,알파스캔 AOC 24B1XH2 무결점,139000,디지털/가전,모니터,▁알 파 스 <unk> ▁A OC ▁24 B 1 X H 2 ▁무 결 점,알파스캔 AOC 24 ##B1 ##X ##H2 무결점
436,폴햄 POLHAM 공용 알래스카 덤플 플리스 후드집업 PHC4TC3910BE,21870,패션의류,남성의류,▁폴햄 ▁POLHAM ▁공용 ▁알래스카 ▁덤 플 ▁플리스 ▁후드집업 ▁PHC4 TC391 0 B E,폴햄 POLHAM 공용 알래스카 덤 ##플 플리스 후드집업 PHC4TC ##3910 ##BE
437,캐논 LP-E17 배터리,35780,디지털/가전,카메라/캠코더용품,▁캐 논 ▁L P - E 1 7 ▁배 터 리,캐논 LP - E ##17 배터리
438,씨씨콜렉트 싱글 벨티드 핸드메이드 코트 C234MSG164,250140,패션의류,여성의류,▁씨씨콜렉트 ▁싱글 ▁벨티드 ▁핸드메이드 ▁코트 ▁C234MSG 16 4,씨씨콜렉트 싱글 벨티드 핸드메이드 코트 C234MSG ##164
439,아이엠듀 아이폰14 프로 MAX 투명 맥플러스 맥세이프 케이스,14400,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁아 이 폰 14 ▁프로 ▁MA X ▁투 명 ▁맥 플 러 스 ▁맥 세 이프 ▁케이 스,아이엠듀 아이폰14 프로 MAX 투명 맥플러스 맥세이프 케이스
440,리바이스 여성 94 배기 스트레이트 진 A3510-0008,41070,패션의류,여성의류,▁리바이스 ▁여성 ▁9 4 ▁배기 ▁스트레이트 ▁진 ▁A 3 510 -00 08,리바이스 여성 9 ##4 배기 스트레이트 진 A ##3510 - 000 ##8
441,아이엠듀 갤럭시 Z플립5 강화유리 액정 보호 필름 3매 세트,13350,디지털/가전,휴대폰액세서리,▁아 이 엠 듀 ▁ <unk> <unk> 시 ▁Z 플 립 5 ▁강 화 유 리 ▁ 액 정 ▁보 호 ▁ 필 름 ▁3매 ▁세트,아이엠듀 갤럭시 Z플립5 강화유리 액정 보호 필름 3매 세트
442,해리슨옴므 해리슨 안데스 U넥 덕다운 경량패딩 점퍼 HARF1001,37170,패션의류,남성의류,▁해리슨 옴 므 ▁해리슨 ▁안 데 스 ▁U넥 ▁덕다운 ▁경량패딩 ▁점퍼 ▁H AR F 100 1,해리슨 ##옴 ##므 해리슨 안 ##데 ##스 U넥 덕다운 경량패딩 점퍼 H ##AR ##F ##100 ##1
443,에고이스트 더블 브레스티드 벨티드 롱 구스다운 EP4TD011,115900,패션의류,여성의류,▁에고이스트 ▁더블 ▁브 레스 티드 ▁벨티드 ▁롱 ▁구스다운 ▁EP4TD 011,에고이스트 더블 브레 ##스티 ##드 벨티드 롱 구스다운 EP4TD ##011
444,겨울 원피스잠옷 커플 홈웨어 크리스마스 수면잠옷 동물 피치기모 빅사이즈 파자마 임산부,11500,패션의류,여성언더웨어/잠옷,▁겨울 ▁원피스잠옷 ▁커플 ▁홈웨어 ▁크리스마스 ▁수면잠옷 ▁동물 ▁피치기모 ▁빅사이즈 ▁파자마 ▁임산부,겨울 원피스잠옷 커플 홈웨어 크리스마스 수면잠옷 동물 피치기모 빅사이즈 파자마 임산부
445,스튜디오톰보이 스튜디오 톰보이 히든A라인핸드코트 9173411982 BS LE1215443859,132400,패션의류,여성의류,▁스튜디오톰보이 ▁스튜디오 ▁톰보이 ▁히든 A 라인 핸드 코트 ▁917341 19 82 ▁B S ▁LE12154 4 38 5 9,스튜디오톰보이 스튜디오 톰보이 히든 ##A ##라인 ##핸드 ##코트 91734 ##119 ##82 BS LE1215 ##44 ##38 ##5 ##9
446,MSI 지포스 RTX 4060 벤투스 2X 블랙 OC D6 8GB,418990,디지털/가전,PC부품,▁MS I ▁지 포 스 ▁R T X ▁4 06 0 ▁벤 투 스 ▁2 X ▁블랙 ▁O C ▁D 6 ▁8 G B,MSI 지포스 RTX 4060 벤투스 2X 블랙 OC D6 8G ##B
447,리바이스 남 실버탭 스트레이트 진 A3666-0005,40920,패션의류,남성의류,▁리바이스 ▁남 ▁실 버 탭 ▁스트레이트 ▁진 ▁A3666-00 05,리바이스 남 실버 ##탭 스트레이트 진 A3666 - 0005
448,파스테리 세일러 니트 집업 가디건 cd2644,35500,패션의류,여성의류,▁파 스테 리 ▁세 일러 ▁니트 ▁집업 ▁가디건 ▁c d 26 4 4,파스 ##테 ##리 세 ##일러 니트 집업 가디건 c ##d ##26 ##44
449,올젠 클래식 웨일즈 다운 맥코트 ZOC4CP1304 235432,56170,패션의류,남성의류,▁올젠 ▁클래식 ▁웨일즈 ▁다운 ▁맥코트 ▁ZO C4CP 13 04 ▁23 543 2,올젠 클래식 웨일즈 다운 맥코트 ZO ##C4CP1 ##304 23 ##5 ##43 ##2
450,LG전자 24MQ400,138890,디지털/가전,모니터,▁L G 전 자 ▁24 M Q 4 00,LG전자 24M ##Q400
451,남자코트 겨울 봄 맥 싱글 더블 빅사이즈 간절기 아우터,59900,패션의류,남성의류,▁남자 코트 ▁겨울 ▁봄 ▁맥 ▁싱글 ▁더블 ▁빅사이즈 ▁간절기 ▁아우터,남자 ##코트 겨울 봄 맥 싱글 더블 빅사이즈 간절기 아우터
452,제로스트릿 2컬러 세트 브이넥 트위드 자켓 스커트 ZKSFST001,92650,패션의류,여성의류,▁제로스트릿 ▁2컬러 ▁세트 ▁브이넥 ▁트위드 ▁자켓 ▁스커트 ▁Z KS FS T 001,제로스트릿 2컬러 세트 브이넥 트위드 자켓 스커트 Z ##K ##SF ##S ##T ##001
453,탑텐 공용 폴라플리스 라글란 하이넥 집업 MSD4TC3921,16915,패션의류,남성의류,▁탑텐 ▁공용 ▁폴라플리스 ▁라 글란 ▁하이넥 ▁집업 ▁MSD4TC 39 21,탑텐 공용 폴라플리스 라 ##글 ##란 하이넥 집업 MSD4TC ##39 ##21
454,씨티지 23FW 컬링 양모100 부클 자켓 230007,91890,패션의류,여성의류,▁씨티지 ▁23FW ▁컬링 ▁양모100 ▁부클 ▁자켓 ▁23 00 07,씨티지 23FW 컬링 양모100 부클 자켓 23 ##000 ##7
455,듀엘 폭스퍼 후드 구스다운 롱패딩 D234PSG270 155512,122200,패션의류,여성의류,▁듀엘 ▁폭스퍼 ▁후드 ▁구스다운 ▁롱패딩 ▁D234PSG27 0 ▁15 5 51 2,듀엘 폭스퍼 후드 구스다운 롱패딩 D234PSG27 ##0 15 ##55 ##12
456,TWN 슬레이크 후드 올리브 Slake Hoodie Olive HHHD3397,34900,패션의류,남성의류,▁TW N ▁슬 레이크 ▁후드 ▁올리브 ▁S l ak e ▁H oo di e ▁O l ive ▁H H HD 3 39 7,TW ##N 슬 ##레이크 후드 올리브 Sla ##ke Ho ##od ##ie O ##l ##ive H ##H ##HD ##33 ##9 ##7
457,세상편한 남자 기능성 팬티 분리형 드로즈 3종 디자인,5800,패션의류,남성언더웨어/잠옷,▁세 상 편한 ▁남자 ▁기능성 ▁팬티 ▁ 분 리 형 ▁드로즈 ▁3종 ▁디자 인,세 ##상편 ##한 남자 기능성 팬티 분 ##리 ##형 드로즈 3종 디자 ##인
458,삼성전자 삼성 S27C310,168720,디지털/가전,모니터,▁삼 성 전 자 ▁삼 성 ▁S 27 C3 10,삼성전자 삼성 S27 ##C310
459,링케 갤럭시 S24 울트라 퓨전 마그네틱 맥세이프 케이스,18300,디지털/가전,휴대폰액세서리,▁ 링 케 ▁ <unk> <unk> 시 ▁S 24 ▁울 트 라 ▁퓨 전 ▁마 그 네 틱 ▁맥 세 이프 ▁케이 스,링케 갤럭시 S24 울트라 퓨전 마그네틱 맥세이프 케이스
460,폴햄 23FW 여성용 다이아퀼팅 숏패딩 1종,45410,패션의류,여성의류,▁폴햄 ▁23FW ▁여성용 ▁다이아퀼팅 ▁숏패딩 ▁1종,폴햄 23FW 여성용 다이아퀼팅 숏패딩 1종
461,(24시 특급배송 스팀 PC한글판) Palworld 팔월드 AA 팰월드 본인계정등록,28800,디지털/가전,게임기/타이틀,▁( 24 시 ▁ <unk> 급 배 송 ▁스 <unk> ▁P C 한 글 판 ) ▁P al w or l d ▁ 팔 월 드 ▁AA ▁ <unk> 월 드 ▁본 인 계 정 등 록,( 24시 특 ##급 ##배송 스팀 PC ##한 ##글 ##판 ) Palworld 팔월드 AA 팰월드 본 ##인 ##계정 ##등록
